"Subregion","Season","Temperature_Celcius","Analyte","Unit"
"Central Delta","Winter",8.8,"temperature","Deg C"
"Central Delta","Winter",10,"temperature","Deg C"
"Central Delta","Winter",14.2,"temperature","Deg C"
"South Delta","Winter",7.4,"temperature","Deg C"
"Central Delta","Winter",12.2,"temperature","Deg C"
"Confluence","Winter",6.53,"temperature","Deg C"
"Confluence","Winter",4,"temperature","Deg C"
"Confluence","Winter",6,"temperature","Deg C"
"Confluence","Winter",6,"temperature","Deg C"
"Confluence","Winter",8.39,"temperature","Deg C"
"Confluence","Winter",6,"temperature","Deg C"
"Confluence","Winter",5.56,"temperature","Deg C"
"Confluence","Winter",5,"temperature","Deg C"
"Confluence","Winter",6.59,"temperature","Deg C"
"Confluence","Winter",4,"temperature","Deg C"
"Sacramento River","Winter",9.1,"temperature","Deg C"
"North Delta","Winter",11.3,"temperature","Deg C"
"Central Delta","Winter",12.6,"temperature","Deg C"
"Central Delta","Winter",12.2,"temperature","Deg C"
"Confluence","Winter",16,"temperature","Deg C"
"Central Delta","Winter",13.3,"temperature","Deg C"
"Central Delta","Winter",13.3,"temperature","Deg C"
"Central Delta","Winter",15.3,"temperature","Deg C"
"Central Delta","Winter",13.4,"temperature","Deg C"
"Central Delta","Winter",15,"temperature","Deg C"
"Central Delta","Winter",12.3,"temperature","Deg C"
"Confluence","Spring",13,"temperature","Deg C"
"Confluence","Spring",11.49,"temperature","Deg C"
"Confluence","Spring",10.31,"temperature","Deg C"
"Confluence","Spring",10.27,"temperature","Deg C"
"Confluence","Spring",11,"temperature","Deg C"
"Confluence","Spring",8,"temperature","Deg C"
"Confluence","Spring",11,"temperature","Deg C"
"Confluence","Spring",8,"temperature","Deg C"
"Confluence","Spring",11,"temperature","Deg C"
"Confluence","Spring",13,"temperature","Deg C"
"Sacramento River","Spring",14.8,"temperature","Deg C"
"Central Delta","Spring",18.5,"temperature","Deg C"
"Central Delta","Spring",15.8,"temperature","Deg C"
"Central Delta","Spring",12.6,"temperature","Deg C"
"Central Delta","Spring",15,"temperature","Deg C"
"Central Delta","Spring",12.3,"temperature","Deg C"
"Central Delta","Spring",12.9,"temperature","Deg C"
"South Delta","Spring",13.5,"temperature","Deg C"
"Central Delta","Spring",16.1,"temperature","Deg C"
"North Delta","Spring",18.1,"temperature","Deg C"
"Central Delta","Spring",16.6,"temperature","Deg C"
"Central Delta","Spring",17.2,"temperature","Deg C"
"Central Delta","Spring",15,"temperature","Deg C"
"Confluence","Spring",16.7,"temperature","Deg C"
"Central Delta","Spring",16.7,"temperature","Deg C"
"Central Delta","Spring",16.2,"temperature","Deg C"
"Central Delta","Spring",16.4,"temperature","Deg C"
"Central Delta","Spring",15.8,"temperature","Deg C"
"Central Delta","Spring",15.5,"temperature","Deg C"
"Central Delta","Spring",17.2,"temperature","Deg C"
"Central Delta","Spring",17.5,"temperature","Deg C"
"Central Delta","Spring",17.4,"temperature","Deg C"
"Central Delta","Spring",16.2,"temperature","Deg C"
"Central Delta","Spring",18.5,"temperature","Deg C"
"South Delta","Spring",13.6,"temperature","Deg C"
"Central Delta","Spring",18.3,"temperature","Deg C"
"Central Delta","Spring",18.4,"temperature","Deg C"
"Central Delta","Spring",18,"temperature","Deg C"
"Sacramento River","Spring",13,"temperature","Deg C"
"North Delta","Spring",22.5,"temperature","Deg C"
"Confluence","Spring",20.52,"temperature","Deg C"
"Confluence","Spring",17.55,"temperature","Deg C"
"Confluence","Spring",20,"temperature","Deg C"
"Confluence","Spring",18.72,"temperature","Deg C"
"Confluence","Spring",19.54,"temperature","Deg C"
"Confluence","Spring",21.89,"temperature","Deg C"
"Confluence","Spring",23.27,"temperature","Deg C"
"Confluence","Spring",22.71,"temperature","Deg C"
"Confluence","Spring",21.29,"temperature","Deg C"
"Central Delta","Spring",22.5,"temperature","Deg C"
"Central Delta","Spring",19.9,"temperature","Deg C"
"Central Delta","Spring",17.6,"temperature","Deg C"
"Central Delta","Spring",21,"temperature","Deg C"
"Central Delta","Spring",21.4,"temperature","Deg C"
"Central Delta","Spring",20.9,"temperature","Deg C"
"Central Delta","Spring",21.1,"temperature","Deg C"
"Confluence","Spring",19.7,"temperature","Deg C"
"Central Delta","Spring",19.6,"temperature","Deg C"
"Confluence","Spring",15,"temperature","Deg C"
"Confluence","Spring",18,"temperature","Deg C"
"Confluence","Spring",18,"temperature","Deg C"
"Confluence","Spring",19.13,"temperature","Deg C"
"Confluence","Spring",18,"temperature","Deg C"
"Confluence","Spring",17.57,"temperature","Deg C"
"Confluence","Spring",16,"temperature","Deg C"
"Confluence","Spring",16,"temperature","Deg C"
"Confluence","Spring",19.61,"temperature","Deg C"
"Confluence","Spring",17,"temperature","Deg C"
"Central Delta","Spring",18,"temperature","Deg C"
"Central Delta","Spring",17.6,"temperature","Deg C"
"Central Delta","Spring",17.9,"temperature","Deg C"
"Central Delta","Spring",18.4,"temperature","Deg C"
"Central Delta","Spring",17,"temperature","Deg C"
"Central Delta","Spring",17,"temperature","Deg C"
"Central Delta","Spring",18.3,"temperature","Deg C"
"Central Delta","Spring",15.5,"temperature","Deg C"
"Central Delta","Spring",17,"temperature","Deg C"
"Central Delta","Spring",19.3,"temperature","Deg C"
"Confluence","Spring",15.32,"temperature","Deg C"
"Central Delta","Spring",20.7,"temperature","Deg C"
"Central Delta","Spring",15.4,"temperature","Deg C"
"Central Delta","Spring",16.3,"temperature","Deg C"
"Confluence","Spring",1,"temperature","Deg C"
"Sacramento River","Spring",15.1,"temperature","Deg C"
"North Delta","Spring",17.6,"temperature","Deg C"
"Central Delta","Spring",15.9,"temperature","Deg C"
"Central Delta","Spring",14.7,"temperature","Deg C"
"Central Delta","Spring",15.2,"temperature","Deg C"
"Central Delta","Spring",16.8,"temperature","Deg C"
"Central Delta","Spring",16.3,"temperature","Deg C"
"South Delta","Spring",14.1,"temperature","Deg C"
"Central Delta","Spring",16.5,"temperature","Deg C"
"Central Delta","Spring",16.5,"temperature","Deg C"
"Central Delta","Spring",14.3,"temperature","Deg C"
"Central Delta","Spring",17.7,"temperature","Deg C"
"North Delta","Spring",21.7,"temperature","Deg C"
"Central Delta","Spring",15,"temperature","Deg C"
"Central Delta","Spring",15,"temperature","Deg C"
"Central Delta","Spring",18.3,"temperature","Deg C"
"Central Delta","Spring",17.9,"temperature","Deg C"
"Central Delta","Spring",14.9,"temperature","Deg C"
"Central Delta","Spring",14.7,"temperature","Deg C"
"Central Delta","Spring",14.5,"temperature","Deg C"
"Central Delta","Spring",18.1,"temperature","Deg C"
"Central Delta","Spring",17.5,"temperature","Deg C"
"Central Delta","Spring",18.7,"temperature","Deg C"
"Central Delta","Spring",16.5,"temperature","Deg C"
"Central Delta","Spring",15.1,"temperature","Deg C"
"Central Delta","Spring",17.7,"temperature","Deg C"
"Confluence","Summer",20,"temperature","Deg C"
"Confluence","Summer",22,"temperature","Deg C"
"Confluence","Summer",26,"temperature","Deg C"
"Confluence","Summer",28,"temperature","Deg C"
"Confluence","Summer",28,"temperature","Deg C"
"Confluence","Summer",20,"temperature","Deg C"
"Confluence","Summer",20,"temperature","Deg C"
"Confluence","Summer",26,"temperature","Deg C"
"Confluence","Summer",24.92,"temperature","Deg C"
"Confluence","Summer",22,"temperature","Deg C"
"Confluence","Summer",21,"temperature","Deg C"
"Confluence","Summer",23,"temperature","Deg C"
"Confluence","Summer",22,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Confluence","Summer",23,"temperature","Deg C"
"Confluence","Summer",25,"temperature","Deg C"
"Confluence","Summer",21.07,"temperature","Deg C"
"Confluence","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25.9,"temperature","Deg C"
"Central Delta","Summer",25.6,"temperature","Deg C"
"Central Delta","Summer",23.3,"temperature","Deg C"
"Central Delta","Summer",22.6,"temperature","Deg C"
"Central Delta","Summer",25.9,"temperature","Deg C"
"Central Delta","Summer",25.9,"temperature","Deg C"
"Central Delta","Summer",26.9,"temperature","Deg C"
"Central Delta","Summer",23.6,"temperature","Deg C"
"Confluence","Summer",25.7,"temperature","Deg C"
"Central Delta","Summer",25.3,"temperature","Deg C"
"Central Delta","Summer",24.1,"temperature","Deg C"
"Central Delta","Summer",20.5,"temperature","Deg C"
"Central Delta","Summer",20.8,"temperature","Deg C"
"Central Delta","Summer",21.4,"temperature","Deg C"
"Central Delta","Summer",20.5,"temperature","Deg C"
"Central Delta","Summer",20.5,"temperature","Deg C"
"Central Delta","Summer",23.4,"temperature","Deg C"
"Central Delta","Summer",21.3,"temperature","Deg C"
"Central Delta","Summer",22.4,"temperature","Deg C"
"Central Delta","Summer",27.9,"temperature","Deg C"
"Central Delta","Summer",20.3,"temperature","Deg C"
"Central Delta","Summer",21.3,"temperature","Deg C"
"Central Delta","Summer",26.2,"temperature","Deg C"
"Central Delta","Summer",21.9,"temperature","Deg C"
"Central Delta","Summer",26.8,"temperature","Deg C"
"Central Delta","Summer",20.7,"temperature","Deg C"
"Central Delta","Summer",23.1,"temperature","Deg C"
"Central Delta","Summer",21.8,"temperature","Deg C"
"Central Delta","Summer",26.1,"temperature","Deg C"
"Central Delta","Summer",21.9,"temperature","Deg C"
"Central Delta","Summer",27,"temperature","Deg C"
"Central Delta","Summer",23.7,"temperature","Deg C"
"Central Delta","Summer",20.7,"temperature","Deg C"
"Central Delta","Summer",27.6,"temperature","Deg C"
"Central Delta","Summer",25.4,"temperature","Deg C"
"Central Delta","Summer",23.8,"temperature","Deg C"
"Central Delta","Summer",26.4,"temperature","Deg C"
"Central Delta","Summer",20.7,"temperature","Deg C"
"Central Delta","Summer",22.5,"temperature","Deg C"
"North Delta","Summer",22.9,"temperature","Deg C"
"Central Delta","Summer",27.4,"temperature","Deg C"
"Central Delta","Summer",21,"temperature","Deg C"
"Central Delta","Summer",22.8,"temperature","Deg C"
"Central Delta","Summer",26.5,"temperature","Deg C"
"Central Delta","Summer",16.5,"temperature","Deg C"
"Central Delta","Summer",22,"temperature","Deg C"
"Central Delta","Summer",26.3,"temperature","Deg C"
"Central Delta","Summer",20.8,"temperature","Deg C"
"South Delta","Summer",20.2,"temperature","Deg C"
"Sacramento River","Summer",21.7,"temperature","Deg C"
"Central Delta","Summer",21.3,"temperature","Deg C"
"Central Delta","Summer",25.9,"temperature","Deg C"
"Central Delta","Summer",20.7,"temperature","Deg C"
"Central Delta","Summer",21.3,"temperature","Deg C"
"Central Delta","Summer",22.1,"temperature","Deg C"
"Central Delta","Summer",26.3,"temperature","Deg C"
"Central Delta","Summer",24.5,"temperature","Deg C"
"Central Delta","Summer",22.6,"temperature","Deg C"
"Central Delta","Summer",21.5,"temperature","Deg C"
"Central Delta","Summer",21.1,"temperature","Deg C"
"Central Delta","Summer",25.2,"temperature","Deg C"
"Central Delta","Summer",21.4,"temperature","Deg C"
"Central Delta","Summer",19.9,"temperature","Deg C"
"Central Delta","Summer",19.7,"temperature","Deg C"
"Central Delta","Summer",23.6,"temperature","Deg C"
"Central Delta","Summer",24.4,"temperature","Deg C"
"Central Delta","Summer",22.8,"temperature","Deg C"
"Central Delta","Summer",20.3,"temperature","Deg C"
"Central Delta","Summer",21.6,"temperature","Deg C"
"Central Delta","Summer",23.4,"temperature","Deg C"
"Central Delta","Summer",21.1,"temperature","Deg C"
"Central Delta","Summer",19.8,"temperature","Deg C"
"Central Delta","Summer",24.3,"temperature","Deg C"
"Central Delta","Summer",22.8,"temperature","Deg C"
"Central Delta","Summer",23.4,"temperature","Deg C"
"Central Delta","Summer",25.2,"temperature","Deg C"
"Central Delta","Summer",24.2,"temperature","Deg C"
"Central Delta","Summer",24.3,"temperature","Deg C"
"Central Delta","Summer",20.6,"temperature","Deg C"
"Confluence","Summer",24.3,"temperature","Deg C"
"Central Delta","Summer",25.4,"temperature","Deg C"
"Central Delta","Summer",24.4,"temperature","Deg C"
"Central Delta","Summer",24.7,"temperature","Deg C"
"Central Delta","Summer",24.6,"temperature","Deg C"
"Confluence","Summer",26.04,"temperature","Deg C"
"Central Delta","Summer",25.5,"temperature","Deg C"
"Central Delta","Summer",26.6,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",23.9,"temperature","Deg C"
"Central Delta","Summer",25.8,"temperature","Deg C"
"Central Delta","Summer",23.7,"temperature","Deg C"
"Central Delta","Summer",24.6,"temperature","Deg C"
"Central Delta","Summer",27.2,"temperature","Deg C"
"Central Delta","Summer",25.7,"temperature","Deg C"
"Central Delta","Summer",25.6,"temperature","Deg C"
"Central Delta","Summer",24.1,"temperature","Deg C"
"Central Delta","Summer",25.3,"temperature","Deg C"
"Central Delta","Summer",22.2,"temperature","Deg C"
"Central Delta","Summer",22.2,"temperature","Deg C"
"South Delta","Summer",20.5,"temperature","Deg C"
"North Delta","Summer",22.6,"temperature","Deg C"
"Central Delta","Summer",22.8,"temperature","Deg C"
"Central Delta","Summer",23.5,"temperature","Deg C"
"Central Delta","Summer",25.2,"temperature","Deg C"
"Central Delta","Summer",24.5,"temperature","Deg C"
"Sacramento River","Summer",22.9,"temperature","Deg C"
"Central Delta","Summer",27.4,"temperature","Deg C"
"Sacramento River","Summer",23.64,"temperature","Deg C"
"Central Delta","Summer",27.5,"temperature","Deg C"
"Central Delta","Summer",27.1,"temperature","Deg C"
"Central Delta","Summer",25.2,"temperature","Deg C"
"Central Delta","Summer",24.9,"temperature","Deg C"
"Central Delta","Summer",25.1,"temperature","Deg C"
"Central Delta","Summer",26.9,"temperature","Deg C"
"Central Delta","Summer",26.3,"temperature","Deg C"
"Central Delta","Summer",25.2,"temperature","Deg C"
"Central Delta","Summer",18.52,"temperature","Deg C"
"Central Delta","Summer",26.2,"temperature","Deg C"
"Central Delta","Summer",25.2,"temperature","Deg C"
"Confluence","Summer",24.47,"temperature","Deg C"
"Confluence","Summer",29,"temperature","Deg C"
"Confluence","Summer",31,"temperature","Deg C"
"Confluence","Summer",22,"temperature","Deg C"
"Confluence","Summer",32,"temperature","Deg C"
"Confluence","Summer",22,"temperature","Deg C"
"Confluence","Summer",22,"temperature","Deg C"
"Confluence","Summer",28,"temperature","Deg C"
"Confluence","Summer",28,"temperature","Deg C"
"Confluence","Summer",29,"temperature","Deg C"
"Central Delta","Summer",28.2,"temperature","Deg C"
"Central Delta","Summer",26.2,"temperature","Deg C"
"Central Delta","Summer",26.3,"temperature","Deg C"
"Central Delta","Summer",28.7,"temperature","Deg C"
"Central Delta","Summer",26.5,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",26.1,"temperature","Deg C"
"Central Delta","Summer",26.6,"temperature","Deg C"
"Central Delta","Summer",27.8,"temperature","Deg C"
"Central Delta","Summer",29.2,"temperature","Deg C"
"Central Delta","Summer",20.9,"temperature","Deg C"
"Central Delta","Summer",27.8,"temperature","Deg C"
"Central Delta","Summer",26.7,"temperature","Deg C"
"Confluence","Summer",25.8,"temperature","Deg C"
"Central Delta","Summer",26.6,"temperature","Deg C"
"Central Delta","Summer",26.5,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",26.6,"temperature","Deg C"
"Central Delta","Summer",27.9,"temperature","Deg C"
"Central Delta","Summer",27.5,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",27.6,"temperature","Deg C"
"Central Delta","Summer",28.6,"temperature","Deg C"
"Central Delta","Summer",26.1,"temperature","Deg C"
"Central Delta","Summer",25.8,"temperature","Deg C"
"Central Delta","Summer",25.1,"temperature","Deg C"
"Central Delta","Summer",24.2,"temperature","Deg C"
"Sacramento River","Summer",21.79,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",26.2,"temperature","Deg C"
"Central Delta","Summer",26.5,"temperature","Deg C"
"Central Delta","Summer",24.6,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",25.6,"temperature","Deg C"
"Central Delta","Summer",24.7,"temperature","Deg C"
"Central Delta","Summer",24.9,"temperature","Deg C"
"Central Delta","Summer",24.9,"temperature","Deg C"
"Confluence","Summer",39,"temperature","Deg C"
"Confluence","Summer",21.15,"temperature","Deg C"
"Confluence","Summer",27,"temperature","Deg C"
"Confluence","Summer",23.24,"temperature","Deg C"
"Confluence","Summer",39,"temperature","Deg C"
"Confluence","Summer",28,"temperature","Deg C"
"Confluence","Summer",20.87,"temperature","Deg C"
"Confluence","Summer",28,"temperature","Deg C"
"Confluence","Summer",29,"temperature","Deg C"
"Confluence","Summer",28,"temperature","Deg C"
"Central Delta","Summer",26.2,"temperature","Deg C"
"Central Delta","Summer",26.4,"temperature","Deg C"
"Central Delta","Summer",25.4,"temperature","Deg C"
"Central Delta","Summer",24.6,"temperature","Deg C"
"Central Delta","Summer",25.6,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",24.7,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",27.4,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",18.4,"temperature","Deg C"
"Central Delta","Summer",25.1,"temperature","Deg C"
"South Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",23,"temperature","Deg C"
"Central Delta","Summer",18.7,"temperature","Deg C"
"Central Delta","Summer",21.1,"temperature","Deg C"
"Central Delta","Summer",21.4,"temperature","Deg C"
"Central Delta","Summer",22.3,"temperature","Deg C"
"North Delta","Summer",22.7,"temperature","Deg C"
"Sacramento River","Summer",23,"temperature","Deg C"
"Central Delta","Summer",21.6,"temperature","Deg C"
"Central Delta","Summer",23.2,"temperature","Deg C"
"Central Delta","Summer",23.3,"temperature","Deg C"
"Central Delta","Summer",21.5,"temperature","Deg C"
"Central Delta","Summer",24.7,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",22.3,"temperature","Deg C"
"Central Delta","Summer",23.7,"temperature","Deg C"
"Central Delta","Summer",24.7,"temperature","Deg C"
"Central Delta","Summer",25.9,"temperature","Deg C"
"North Delta","Summer",26.2,"temperature","Deg C"
"Central Delta","Summer",21.2,"temperature","Deg C"
"Central Delta","Summer",26.9,"temperature","Deg C"
"Central Delta","Summer",25.5,"temperature","Deg C"
"Central Delta","Summer",23.4,"temperature","Deg C"
"Central Delta","Summer",24.5,"temperature","Deg C"
"Central Delta","Summer",26.7,"temperature","Deg C"
"Central Delta","Summer",26.3,"temperature","Deg C"
"Central Delta","Summer",28.4,"temperature","Deg C"
"Central Delta","Summer",25.7,"temperature","Deg C"
"Central Delta","Summer",25.1,"temperature","Deg C"
"Central Delta","Summer",25.3,"temperature","Deg C"
"Central Delta","Summer",24.6,"temperature","Deg C"
"Central Delta","Summer",22.5,"temperature","Deg C"
"Central Delta","Summer",23.8,"temperature","Deg C"
"Central Delta","Summer",26.2,"temperature","Deg C"
"Confluence","Summer",27.5,"temperature","Deg C"
"Central Delta","Summer",26.8,"temperature","Deg C"
"Central Delta","Summer",26.7,"temperature","Deg C"
"Central Delta","Summer",23.9,"temperature","Deg C"
"Central Delta","Summer",24.5,"temperature","Deg C"
"Central Delta","Summer",23.9,"temperature","Deg C"
"Confluence","Fall",29,"temperature","Deg C"
"Confluence","Fall",18.08,"temperature","Deg C"
"Confluence","Fall",20.44,"temperature","Deg C"
"Confluence","Fall",29,"temperature","Deg C"
"Confluence","Fall",18.06,"temperature","Deg C"
"Confluence","Fall",20.4,"temperature","Deg C"
"Confluence","Fall",15.93,"temperature","Deg C"
"Confluence","Fall",31,"temperature","Deg C"
"Confluence","Fall",29,"temperature","Deg C"
"Confluence","Fall",31,"temperature","Deg C"
"Central Delta","Fall",26.1,"temperature","Deg C"
"Central Delta","Fall",25.3,"temperature","Deg C"
"Central Delta","Fall",23.7,"temperature","Deg C"
"Central Delta","Fall",24.3,"temperature","Deg C"
"Central Delta","Fall",26.3,"temperature","Deg C"
"Central Delta","Fall",23.9,"temperature","Deg C"
"Central Delta","Fall",23.9,"temperature","Deg C"
"Central Delta","Fall",24.6,"temperature","Deg C"
"Central Delta","Fall",24.4,"temperature","Deg C"
"Central Delta","Fall",25.9,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",25.3,"temperature","Deg C"
"Central Delta","Fall",24.7,"temperature","Deg C"
"Central Delta","Fall",23.8,"temperature","Deg C"
"Central Delta","Fall",23.6,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",22.8,"temperature","Deg C"
"Central Delta","Fall",23.9,"temperature","Deg C"
"Central Delta","Fall",23.6,"temperature","Deg C"
"Central Delta","Fall",22.7,"temperature","Deg C"
"Central Delta","Fall",22.8,"temperature","Deg C"
"Central Delta","Fall",23.7,"temperature","Deg C"
"Central Delta","Fall",23,"temperature","Deg C"
"Central Delta","Fall",22.1,"temperature","Deg C"
"Central Delta","Fall",20.7,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",19.7,"temperature","Deg C"
"South Delta","Fall",19.6,"temperature","Deg C"
"Central Delta","Fall",19.7,"temperature","Deg C"
"Central Delta","Fall",23.5,"temperature","Deg C"
"Confluence","Fall",22.69,"temperature","Deg C"
"Central Delta","Fall",23.2,"temperature","Deg C"
"Central Delta","Fall",21.9,"temperature","Deg C"
"Central Delta","Fall",22.7,"temperature","Deg C"
"Central Delta","Fall",22.5,"temperature","Deg C"
"Central Delta","Fall",20.6,"temperature","Deg C"
"Central Delta","Fall",22.2,"temperature","Deg C"
"Central Delta","Fall",22.1,"temperature","Deg C"
"Central Delta","Fall",22.5,"temperature","Deg C"
"Central Delta","Fall",23.1,"temperature","Deg C"
"Central Delta","Fall",22.9,"temperature","Deg C"
"North Delta","Fall",23.6,"temperature","Deg C"
"Sacramento River","Fall",22.9,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",21.6,"temperature","Deg C"
"Central Delta","Fall",22.2,"temperature","Deg C"
"Central Delta","Fall",23.4,"temperature","Deg C"
"Central Delta","Fall",23.9,"temperature","Deg C"
"Central Delta","Fall",21.4,"temperature","Deg C"
"Central Delta","Fall",23.1,"temperature","Deg C"
"Central Delta","Fall",22.1,"temperature","Deg C"
"Central Delta","Fall",22.1,"temperature","Deg C"
"Central Delta","Fall",22.8,"temperature","Deg C"
"Suisun Bay","Winter",24,"temperature","Deg C"
"Suisun Bay","Winter",14.3,"temperature","Deg C"
"Suisun Bay","Winter",24.7,"temperature","Deg C"
"Suisun Bay","Winter",24,"temperature","Deg C"
"Suisun Bay","Winter",24.7,"temperature","Deg C"
"Suisun Bay","Summer",15.5,"temperature","Deg C"
"Suisun Bay","Summer",15.5,"temperature","Deg C"
"Suisun Bay","Summer",15.5,"temperature","Deg C"
"Suisun Bay","Summer",15.5,"temperature","Deg C"
"Suisun Bay","Summer",15.4,"temperature","Deg C"
"Suisun Bay","Spring",15.1,"temperature","Deg C"
"Suisun Bay","Spring",15.1,"temperature","Deg C"
"Suisun Bay","Spring",15.1,"temperature","Deg C"
"Suisun Bay","Spring",15.4,"temperature","Deg C"
"Suisun Bay","Spring",15.4,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"South Delta","Fall",25,"temperature","Deg C"
"Sacramento River","Fall",22.2,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"South Delta","Fall",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",16,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"North Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"South Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"North Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Sacramento River","Winter",25.7,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"North Delta","Winter",24,"temperature","Deg C"
"Confluence","Winter",14.3,"temperature","Deg C"
"Confluence","Winter",24.7,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"North Delta","Winter",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"North Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",15.4,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"North Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",16.3,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"South Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",17,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",25,"temperature","Deg C"
"Confluence","Spring",21.8,"temperature","Deg C"
"North Delta","Spring",21.7,"temperature","Deg C"
"North Delta","Spring",21.6,"temperature","Deg C"
"Sacramento River","Spring",21.8,"temperature","Deg C"
"Sacramento River","Spring",21.5,"temperature","Deg C"
"Sacramento River","Spring",24.5,"temperature","Deg C"
"Central Delta","Spring",16.6,"temperature","Deg C"
"Sacramento River","Spring",16.8,"temperature","Deg C"
"Confluence","Spring",25.4,"temperature","Deg C"
"North Delta","Spring",21.5,"temperature","Deg C"
"North Delta","Spring",21.3,"temperature","Deg C"
"Sacramento River","Spring",21.1,"temperature","Deg C"
"Sacramento River","Spring",21.6,"temperature","Deg C"
"Sacramento River","Spring",21.3,"temperature","Deg C"
"Confluence","Spring",25,"temperature","Deg C"
"North Delta","Spring",22,"temperature","Deg C"
"North Delta","Spring",25,"temperature","Deg C"
"Sacramento River","Spring",25,"temperature","Deg C"
"Sacramento River","Spring",22.1,"temperature","Deg C"
"Sacramento River","Spring",25.1,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"South Delta","Spring",26,"temperature","Deg C"
"Confluence","Summer",25.2,"temperature","Deg C"
"North Delta","Summer",24.6,"temperature","Deg C"
"North Delta","Summer",25.1,"temperature","Deg C"
"Sacramento River","Summer",24.5,"temperature","Deg C"
